TimeStamp;Temp;Cloud;WindVelocity;WindDirection;UV
2018-01-01 01:00:03;6.6;88;2.6;190;0.00
2018-01-01 02:00:03;7.0;88;3.1;200;0.00
2018-01-01 03:00:03;7.0;80;2.6;200;0.00
2018-01-01 03:59:32;6.4;80;2.6;170;0.00
2018-01-01 04:59:32;6.4;80;2.6;200;0.00
2018-01-01 07:59:33;6.0;64;3.1;210;0.00
2018-01-01 08:59:32;6.0;88;3.6;220;0.00
2018-01-01 09:59:32;6.0;92;4.6;250;0.00
2018-01-01 10:59:32;5.0;92;3.6;230;0.00
2018-01-01 11:59:32;6.0;92;3.6;220;0.00
2018-01-01 12:59:32;6.0;92;3.1;220;0.00
2018-01-01 13:59:32;5.4;92;7.2;250;0.00
2018-01-01 14:59:32;5.0;36;6.2;250;0.00
2018-01-01 15:59:33;5.0;36;5.7;250;0.00
2018-01-01 16:59:32;5.0;36;3.6;230;0.00
2018-01-01 17:59:32;5.0;48;2.6;230;0.00
2018-01-01 18:59:32;5.0;48;2.6;230;0.00
2018-01-01 19:59:32;5.0;48;3.1;230;0.00
2018-01-01 20:59:32;5.0;80;3.6;230;0.00
2018-01-01 21:59:32;5.0;80;3.1;220;0.00
2018-01-01 23:00:07;5.0;80;3.1;230;0.00
2018-01-02 11:00:08;3.4;0;3.1;230;0.00
2018-01-02 12:00:02;5.0;0;3.6;240;0.00
2018-01-02 13:00:06;6.0;0;3.1;230;0.00
2018-01-02 14:00:02;6.4;0;3.1;240;0.00
2018-01-02 15:00:02;5.4;20;2.1;230;0.00
2018-01-02 16:00:03;5.0;20;2.6;230;0.00
2018-01-02 17:00:02;4.4;20;2.1;220;0.00
2018-01-02 18:00:02;3.6;36;1.5;170;0.00
2018-01-02 19:00:01;3.6;36;1.0;200;0.00
2018-01-02 20:00:01;4.0;36;1.5;190;0.00
2018-01-02 21:00:01;4.4;44;2.1;200;0.00
2018-01-02 22:00:01;4.0;44;2.1;190;0.00
2018-01-02 23:00:01;5.0;44;2.6;180;0.00
2018-01-03 00:00:07;5.0;92;3.1;180;0.00
2018-01-03 01:00:01;5.0;92;2.6;180;0.00
2018-01-03 02:00:01;4.4;92;4.1;160;0.00
2018-01-03 03:00:03;4.5;88;4.1;150;0.00
2018-01-03 04:00:04;4.4;88;5.1;150;0.00
2018-01-03 05:00:01;4.0;88;5.7;140;0.00
2018-01-03 07:00:31;3.4;92;7.7;130;0.00
2018-01-03 08:00:01;2.5;92;7.2;130;0.00
2018-01-03 09:00:02;1.9;92;7.2;130;0.00
2018-01-03 10:00:02;1.9;92;7.2;130;0.00
2018-01-03 11:00:01;1.4;92;6.2;120;0.00
2018-01-03 12:00:01;1.4;92;5.1;120;0.00
2018-01-03 13:00:01;1.4;92;5.7;120;0.00
2018-01-03 14:00:02;1.9;92;3.6;120;0.00
2018-01-03 15:00:01;2.9;48;2.6;140;0.00
2018-01-03 16:00:00;2.9;48;1.0;130;0.00
2018-01-03 17:00:00;2.3;48;2.4;191;0.00
2018-01-03 18:00:00;1.4;20;0.5;200;0.00
2018-01-03 19:00:00;2.8;20;1.5;200;0.00
2018-01-03 20:00:00;2.8;20;2.1;230;0.00
2018-01-03 21:00:01;2.4;24;2.1;220;0.00
2018-01-03 22:00:00;2.8;24;1.0;210;0.00
2018-01-03 23:00:01;3.3;24;1.0;180;0.00
2018-01-04 00:00:01;2.3;64;2.1;170;0.00
2018-01-04 01:00:00;2.3;64;2.1;180;0.00
2018-01-04 02:00:00;2.9;64;1.0;200;0.00
2018-01-04 03:00:01;2.9;92;1.5;230;0.00
2018-01-04 04:00:00;2.6;92;5.1;290;0.00
2018-01-04 05:00:00;2.1;92;3.1;280;0.00
2018-01-04 07:00:29;2.6;88;3.1;280;0.00
2018-01-04 08:00:16;3.0;88;2.1;270;0.00
2018-01-04 09:00:01;3.0;88;2.6;260;0.00
2018-01-04 10:00:03;3.0;80;2.6;250;0.00
2018-01-04 11:00:08;3.0;80;3.1;260;0.00
2018-01-04 12:00:01;4.0;76;3.1;250;0.00
2018-01-04 13:00:01;4.0;76;3.6;260;0.00
2018-01-04 14:00:01;4.0;76;2.1;260;0.00
2018-01-04 15:00:00;4.0;88;2.6;260;0.00
2018-01-04 16:00:00;4.0;88;2.6;240;0.00
2018-01-04 17:00:00;3.4;88;2.6;250;0.00
2018-01-04 17:59:59;3.4;80;2.1;240;0.00
2018-01-04 19:00:00;3.4;80;1.5;250;0.00
2018-01-04 19:59:59;3.0;80;1.0;330;0.00
2018-01-04 21:00:00;3.0;64;0.5;90;0.00
2018-01-04 21:59:59;3.0;64;0.5;160;0.00
2018-01-04 23:00:00;3.0;64;1.5;140;0.00
2018-01-05 00:00:01;3.0;76;2.1;160;0.00
2018-01-05 01:00:00;3.0;76;1.0;140;0.00
2018-01-05 02:00:00;2.4;76;1.5;40;0.00
2018-01-05 03:00:01;2.4;88;1.5;20;0.00
2018-01-05 04:00:14;2.4;88;1.5;30;0.00
2018-01-05 05:00:05;2.4;88;1.5;20;0.00
2018-01-05 06:00:00;2.4;88;2.6;20;0.00
2018-01-05 06:59:59;2.4;88;1.0;340;0.00
2018-01-05 07:59:59;1.9;88;1.5;360;0.00
2018-01-05 09:00:00;1.3;80;2.6;310;0.00
2018-01-05 10:00:00;0.4;44;3.1;320;0.00
2018-01-05 10:59:59;1.3;44;2.1;310;0.00
2018-01-05 11:59:59;1.9;56;2.6;280;0.00
2018-01-05 12:59:59;2.4;56;3.1;290;0.00
2018-01-05 14:00:00;2.4;56;3.1;300;0.00
2018-01-05 14:59:59;3.0;88;3.1;280;0.00
2018-01-05 15:59:59;2.0;88;3.1;290;0.00
2018-01-05 16:59:59;2.0;88;2.1;270;0.00
2018-01-05 17:59:59;0.9;88;2.1;280;0.00
2018-01-05 18:59:59;0.3;88;2.1;270;0.00
2018-01-05 19:59:59;0.9;88;1.0;340;0.00
2018-01-05 20:59:59;0.4;44;1.5;220;0.00
2018-01-05 21:59:59;0.9;44;1.0;290;0.00
2018-01-05 23:00:00;1.0;44;2.6;280;0.00
2018-01-05 23:59:59;0.6;20;1.0;300;0.00
2018-01-06 00:59:59;-0.4;20;1.0;280;0.00
2018-01-06 01:59:59;-0.4;20;1.8;296;0.00
2018-01-06 02:59:59;-0.6;12;2.1;290;0.00
2018-01-06 04:00:09;-1.6;12;2.1;290;0.00
2018-01-06 04:59:58;-1.1;12;1.0;310;0.00
2018-01-06 07:59:58;-0.1;32;1.0;300;0.00
2018-01-06 08:59:58;-0.5;0;1.5;270;0.00
2018-01-06 09:59:58;-0.1;44;2.1;280;0.00
2018-01-06 10:59:58;-0.7;75;3.1;310;0.00
2018-01-06 11:59:58;1.4;0;2.6;320;0.00
2018-01-06 12:59:58;1.4;0;3.6;340;0.00
2018-01-06 13:59:58;2.0;0;3.6;360;0.00
2018-01-06 14:59:58;1.4;0;4.6;350;0.00
2018-01-06 15:59:58;1.0;0;4.1;360;0.00
2018-01-06 16:59:58;0.4;0;3.1;10;0.00
2018-01-06 17:59:58;-0.7;0;3.6;350;0.00
2018-01-06 18:59:58;-0.7;0;2.6;360;0.00
2018-01-06 19:59:58;-1.2;0;2.6;360;0.00
2018-01-06 20:59:58;-1.2;0;3.6;360;0.00
2018-01-06 21:59:58;-3.2;0;2.6;360;0.00
2018-01-06 22:59:58;-3.2;0;2.1;360;0.00
2018-01-06 23:59:59;-3.7;0;2.1;300;0.00
2018-01-07 00:59:59;-4.1;0;1.0;270;0.00
2018-01-07 01:59:58;-4.6;0;1.5;280;0.00
2018-01-07 02:59:59;-5.1;0;1.0;280;0.00
2018-01-07 03:59:58;-6.7;0;1.5;270;0.00
2018-01-07 04:59:59;-6.1;0;1.5;260;0.00
2018-01-07 07:59:59;-6.4;0;1.3;246;0.00
2018-01-07 08:59:58;-7.0;0;1.7;219;0.00
2018-01-07 09:59:58;-5.9;0;0.5;210;0.00
2018-01-07 10:59:58;-3.4;0;2.1;230;0.00
2018-01-07 11:59:58;-0.6;0;2.6;240;0.00
2018-01-07 12:59:58;1.0;0;2.6;230;0.00
2018-01-07 13:59:58;1.4;0;2.6;220;0.00
2018-01-07 14:59:58;2.0;0;3.1;250;0.00
2018-01-07 15:59:58;1.6;0;3.1;260;0.00
2018-01-07 16:59:58;-1.0;0;3.1;250;0.00
2018-01-07 17:59:58;-2.0;0;2.6;230;0.00
2018-01-07 18:59:58;-2.0;0;2.1;220;0.00
2018-01-07 19:59:58;-2.6;0;0.5;250;0.00
2018-01-07 20:59:58;-2.6;0;3.1;230;0.00
2018-01-07 21:59:57;-2.6;0;3.1;220;0.00
2018-01-07 23:00:03;-2.6;0;2.1;220;0.00
2018-01-08 00:00:08;-2.6;0;2.6;230;0.00
2018-01-08 01:00:08;-3.1;0;3.1;240;0.00
2018-01-08 02:00:03;-2.6;0;2.6;240;0.00
2018-01-08 03:00:03;-2.6;0;3.1;250;0.00
2018-01-08 04:00:02;-2.6;0;3.1;250;0.00
2018-01-08 05:00:03;-3.1;0;2.1;250;0.00
2018-01-08 08:00:03;-3.6;0;0.5;0;0.00
2018-01-08 09:00:17;-3.6;0;1.0;220;0.00
2018-01-08 10:00:10;-3.4;0;1.5;220;0.00
2018-01-08 11:00:08;-1.6;0;1.0;250;0.00
2018-01-08 12:00:03;0.4;0;1.0;230;0.00
2018-01-08 13:00:04;2.4;0;0.5;250;0.00
2018-01-08 14:00:02;2.4;0;1.0;230;0.00
2018-01-08 15:00:02;2.4;0;0.5;270;0.00
2018-01-08 16:00:09;2.4;0;1.3;177;0.00
2018-01-08 17:00:07;-0.4;0;1.3;177;0.00
2018-01-08 18:00:03;-0.9;0;1.3;131;0.00
2018-01-08 19:00:05;-2.3;0;1.3;131;0.00
2018-01-08 20:00:10;-2.7;0;0.5;140;0.00
2018-01-08 21:00:07;-2.9;0;2.5;114;0.00
2018-01-08 22:00:07;-3.0;0;1.0;150;0.00
2018-01-08 23:00:11;-2.9;90;1.5;130;0.00
2018-01-09 00:00:13;-0.5;90;2.6;120;0.00
2018-01-09 01:00:04;-0.1;90;2.6;120;0.00
2018-01-09 02:00:03;0.4;90;2.6;140;0.00
2018-01-09 03:00:05;1.0;0;2.6;130;0.00
2018-01-09 04:00:03;1.0;0;4.1;120;0.00
2018-01-09 05:00:11;1.0;0;4.1;120;0.00
2018-01-09 07:00:43;0.4;0;6.2;100;0.00
2018-01-09 08:00:02;0.4;0;3.6;100;0.00
2018-01-09 09:00:02;0.4;0;4.6;100;0.00
2018-01-09 10:00:08;0.4;0;5.1;100;0.00
2018-01-09 11:00:04;1.0;0;7.7;100;0.00
2018-01-09 12:00:02;3.0;0;6.7;100;0.00
2018-01-09 13:00:03;3.0;0;7.7;100;0.00
2018-01-09 14:00:03;4.0;0;9.8;100;0.00
2018-01-09 15:00:01;4.0;0;8.2;90;0.00
2018-01-09 16:00:01;4.0;8;8.2;100;0.00
2018-01-09 17:00:01;4.0;0;6.2;90;0.00
2018-01-09 18:00:01;4.0;0;7.7;110;0.00
2018-01-09 19:00:01;4.0;0;6.2;110;0.00
2018-01-09 20:00:01;4.6;0;6.7;110;0.00
2018-01-09 21:00:01;4.0;92;5.7;110;0.00
2018-01-09 22:00:01;4.0;92;5.7;110;0.00
2018-01-09 23:00:01;4.0;92;4.6;120;0.00
2018-01-10 00:00:02;4.0;80;5.1;110;0.00
2018-01-10 01:00:02;4.0;80;5.7;110;0.00
2018-01-10 02:00:02;3.4;80;5.1;110;0.00
2018-01-10 03:00:03;3.4;92;5.1;100;0.00
2018-01-10 04:00:01;4.0;92;5.7;120;0.00
2018-01-10 05:00:01;4.0;92;5.1;120;0.00
2018-01-10 07:00:44;3.0;92;4.6;120;0.00
2018-01-10 08:00:01;3.0;92;3.6;110;0.00
2018-01-10 09:00:09;3.0;92;4.6;110;0.00
2018-01-10 10:00:01;3.0;92;4.1;110;0.00
2018-01-10 11:00:01;3.0;92;4.1;110;0.00
2018-01-10 12:00:01;3.0;92;3.6;110;0.00
2018-01-10 13:00:09;3.0;92;2.6;120;0.00
2018-01-10 14:00:01;3.0;92;2.1;130;0.00
2018-01-10 15:00:01;3.0;92;2.1;130;0.00
2018-01-10 16:00:01;3.0;92;2.1;130;0.00
2018-01-10 19:00:02;3.4;88;2.6;130;0.00
2018-01-10 20:00:01;3.5;88;3.1;130;0.00
2018-01-10 21:00:01;3.4;92;2.6;130;0.00
2018-01-10 22:00:00;3.4;92;2.6;120;0.00
2018-01-10 23:00:01;3.5;92;2.1;120;0.00
2018-01-11 00:00:01;3.4;92;1.5;100;0.00
2018-01-11 01:00:01;3.5;92;2.6;90;0.00
2018-01-11 02:00:01;3.4;92;2.6;110;0.00
2018-01-11 03:00:01;3.4;92;1.5;100;0.00
2018-01-11 04:00:12;3.4;92;2.6;90;0.00
2018-01-11 05:00:16;3.4;90;2.6;90;0.00
2018-01-11 06:00:06;3.5;90;2.6;100;0.00
2018-01-11 07:00:07;3.5;92;2.6;100;0.00
2018-01-11 08:00:43;3.4;92;2.1;110;0.00
2018-01-11 11:00:13;3.4;92;1.5;80;0.00
2018-01-11 12:00:01;3.5;92;1.5;80;0.00
2018-01-11 13:00:01;4.0;92;2.6;70;0.00
2018-01-11 15:00:00;4.0;92;3.1;70;0.00
2018-01-11 16:00:00;4.0;92;3.6;80;0.00
2018-01-11 17:00:00;3.6;92;3.6;80;0.00
2018-01-11 18:00:00;3.5;92;3.1;80;0.00
2018-01-11 19:00:00;3.6;92;2.6;60;0.00
2018-01-11 20:00:00;3.0;92;3.1;60;0.00
2018-01-11 21:00:00;3.0;92;3.6;80;0.00
2018-01-11 22:00:00;3.0;92;3.1;90;0.00
2018-01-11 23:00:01;3.0;92;4.6;80;0.00
2018-01-11 23:59:59;3.0;92;4.6;80;0.00
2018-01-12 01:00:00;2.4;92;4.6;80;0.00
2018-01-12 01:59:59;2.4;92;4.6;90;0.00
2018-01-12 03:00:00;2.4;88;5.1;100;0.00
2018-01-12 03:59:59;2.4;88;5.1;90;0.00
2018-01-12 04:59:59;2.4;88;5.1;90;0.00
2018-01-12 06:00:42;2.0;88;3.6;90;0.00
2018-01-12 07:00:44;2.0;88;4.6;90;0.00
2018-01-12 08:00:08;2.4;88;4.6;100;0.00
2018-01-12 09:00:37;2.0;88;3.1;100;0.00
2018-01-12 10:00:41;2.0;88;4.6;100;0.00
2018-01-12 11:00:41;2.4;88;4.1;110;0.00
2018-01-12 12:00:01;2.0;88;4.1;90;0.00
2018-01-12 13:00:01;2.4;88;5.1;100;0.00
2018-01-12 14:00:01;2.4;88;3.6;110;0.00
2018-01-12 15:00:00;2.4;88;3.6;110;0.00
2018-01-12 15:59:59;2.4;88;4.1;100;0.00
2018-01-12 16:59:59;2.4;88;4.6;110;0.00
2018-01-12 17:59:59;2.4;88;2.6;110;0.00
2018-01-12 18:59:59;2.0;88;4.1;100;0.00
2018-01-12 19:59:59;2.0;88;4.1;90;0.00
2018-01-12 20:59:59;2.0;88;3.6;100;0.00
2018-01-12 21:59:59;2.0;88;4.6;110;0.00
2018-01-12 22:59:59;2.4;88;3.1;110;0.00
2018-01-13 00:00:00;2.4;88;4.1;110;0.00
2018-01-13 00:59:59;2.0;88;4.6;110;0.00
2018-01-13 01:59:59;2.0;88;3.6;110;0.00
2018-01-13 03:00:00;2.0;88;3.1;120;0.00
2018-01-13 03:59:59;2.0;88;4.1;120;0.00
2018-01-13 04:59:59;1.4;88;3.6;100;0.00
2018-01-13 06:00:27;1.4;88;5.1;100;0.00
2018-01-13 07:00:32;1.5;88;4.6;110;0.00
2018-01-13 07:59:59;1.4;88;5.7;110;0.00
2018-01-13 08:59:59;1.5;88;4.6;110;0.00
2018-01-13 09:59:59;1.4;88;5.7;110;0.00
2018-01-13 10:59:59;1.4;88;5.7;110;0.00
2018-01-13 11:59:58;2.0;88;5.7;120;0.00
2018-01-13 12:59:59;2.0;88;4.6;120;0.00
2018-01-13 13:59:59;2.0;88;5.1;120;0.00
2018-01-13 14:59:58;2.0;88;4.6;120;0.00
2018-01-13 15:59:59;2.0;88;5.1;110;0.00
2018-01-13 16:59:59;2.0;88;4.1;120;0.00
2018-01-13 17:59:58;2.0;56;4.1;120;0.00
2018-01-13 18:59:59;2.0;56;4.6;110;0.00
2018-01-13 19:59:58;2.0;56;4.6;120;0.00
2018-01-13 20:59:59;1.6;80;4.1;120;0.00
2018-01-13 21:59:58;1.0;80;4.1;120;0.00
2018-01-13 22:59:59;1.0;80;4.1;140;0.00
2018-01-13 23:59:59;0.4;80;4.1;130;0.00
2018-01-14 01:00:00;0.0;80;3.6;140;0.00
2018-01-14 01:59:59;0.0;80;4.6;140;0.00
2018-01-14 02:59:59;-0.1;80;3.6;140;0.00
2018-01-14 03:59:58;-0.1;80;2.1;140;0.00
2018-01-14 04:59:58;0.4;80;4.1;160;0.00
2018-01-14 06:00:38;0.0;80;4.1;130;0.00
2018-01-14 07:00:39;0.0;80;3.1;140;0.00
2018-01-14 07:59:58;-0.6;80;3.6;140;0.00
2018-01-14 08:59:58;0.0;80;4.1;130;0.00
2018-01-14 09:59:59;0.0;76;3.6;150;0.00
2018-01-14 10:59:58;0.0;76;3.6;160;0.00
2018-01-14 11:59:58;0.0;80;4.1;160;0.00
2018-01-14 12:59:58;0.0;80;3.6;150;0.00
2018-01-14 13:59:58;0.4;80;4.1;140;0.00
2018-01-14 14:59:58;1.0;80;4.6;140;0.00
2018-01-14 15:59:58;1.0;80;3.6;140;0.00
2018-01-14 16:59:58;0.4;80;3.6;130;0.00
2018-01-14 17:59:58;0.4;88;4.6;140;0.00
2018-01-14 18:59:58;0.0;88;4.1;140;0.00
2018-01-14 19:59:58;0.0;88;5.1;140;0.00
2018-01-14 20:59:58;0.0;80;5.7;150;0.00
2018-01-14 21:59:58;-0.4;80;5.1;150;0.00
2018-01-14 23:00:02;-0.4;80;4.6;150;0.00
2018-01-15 00:00:03;-0.4;24;5.1;150;0.00
2018-01-15 01:00:05;-0.4;24;5.1;150;0.00
2018-01-15 02:00:03;0.0;24;4.6;150;0.00
2018-01-15 03:00:15;0.0;88;5.7;140;0.00
2018-01-15 04:00:03;0.0;88;5.1;150;0.00
2018-01-15 05:00:03;0.4;88;4.6;140;0.00
2018-01-15 06:00:43;-0.1;88;4.1;150;0.00
2018-01-15 07:00:43;-0.1;88;5.1;150;0.00
2018-01-15 08:00:08;0.4;88;5.7;150;0.00
2018-01-15 09:00:09;0.5;92;5.7;150;0.00
2018-01-15 11:00:04;1.0;92;6.2;150;0.00
2018-01-15 12:00:06;1.0;92;6.7;150;0.00
2018-01-15 13:00:04;1.5;92;6.7;160;0.00
2018-01-15 14:00:08;1.5;92;7.2;150;0.00
2018-01-15 15:00:02;1.4;92;7.7;150;0.00
2018-01-15 16:00:06;1.0;92;7.2;150;0.00
2018-01-15 17:00:03;1.0;92;6.2;150;0.00
2018-01-15 18:00:02;2.0;92;6.7;150;0.00
2018-01-15 19:00:03;2.0;92;6.7;150;0.00
2018-01-15 20:00:04;2.0;92;6.7;150;0.00
2018-01-15 21:00:06;1.6;92;6.7;150;0.00
2018-01-16 00:00:06;2.4;92;7.2;150;0.00
2018-01-16 01:00:03;2.5;92;6.7;150;0.00
2018-01-16 02:00:02;2.5;92;6.7;150;0.00
2018-01-16 03:00:02;2.0;92;7.2;150;0.00
2018-01-16 04:00:03;2.0;92;6.2;150;0.00
2018-01-16 05:00:02;1.9;92;5.1;160;0.00
2018-01-16 06:00:10;2.4;92;3.6;210;0.00
2018-01-16 07:00:42;3.0;92;4.6;230;0.00
2018-01-16 10:00:16;2.4;48;3.1;220;0.00
2018-01-16 11:00:19;1.9;48;3.1;220;0.00
2018-01-16 12:00:02;2.4;20;3.6;210;0.00
2018-01-16 13:00:02;3.0;20;3.1;210;0.00
2018-01-16 14:00:58;3.5;20;3.1;220;0.00
2018-01-16 15:00:01;2.5;36;2.1;200;0.00
2018-01-16 16:00:02;1.9;36;2.6;220;0.00
2018-01-16 17:00:02;1.9;36;2.1;220;0.00
2018-01-16 18:00:06;1.4;0;2.1;230;0.00
2018-01-16 19:00:02;0.9;0;2.6;250;0.00
2018-01-16 20:00:01;0.4;0;2.1;240;0.00
2018-01-16 21:00:01;0.0;8;2.1;220;0.00
2018-01-16 22:00:02;0.0;8;1.5;220;0.00
2018-01-16 23:00:02;0.6;8;2.1;230;0.00
2018-01-17 00:00:02;0.6;20;2.1;220;0.00
2018-01-17 01:00:02;0.6;20;1.5;200;0.00
2018-01-17 02:00:02;0.1;20;1.0;180;0.00
2018-01-17 03:00:04;0.1;8;1.0;190;0.00
2018-01-17 04:00:01;0.1;8;1.0;180;0.00
2018-01-17 05:00:01;0.1;8;1.5;190;0.00
2018-01-17 06:00:02;0.1;12;0.5;170;0.00
2018-01-17 07:00:42;-0.3;12;1.0;190;0.00
2018-01-17 10:00:07;0.5;44;1.0;240;0.00
2018-01-17 11:00:08;0.4;44;1.0;210;0.00
2018-01-17 12:00:12;1.0;8;2.1;240;0.00
2018-01-17 13:00:07;1.0;8;2.1;250;0.00
2018-01-17 14:00:16;2.1;8;2.1;250;0.00
2018-01-17 15:00:01;1.6;44;2.1;250;0.00
2018-01-17 16:00:01;1.6;44;1.0;230;0.00
2018-01-17 17:00:01;1.0;44;2.1;230;0.00
2018-01-17 18:00:00;1.0;0;2.1;230;0.00
2018-01-17 19:00:01;1.4;0;3.6;250;0.00
2018-01-17 20:00:01;0.5;0;2.1;250;0.00
2018-01-17 21:00:00;-0.1;12;3.6;240;0.00
2018-01-17 22:00:01;0.0;12;2.1;220;0.00
2018-01-17 23:00:01;0.0;12;2.6;230;0.00
2018-01-18 00:00:01;0.6;8;2.1;220;0.00
2018-01-18 01:00:01;-0.4;8;1.0;250;0.00
2018-01-18 02:00:01;-0.4;8;1.0;170;0.00
2018-01-18 03:00:01;-0.6;0;2.1;250;0.00
2018-01-18 04:00:01;0.0;0;1.0;200;0.00
2018-01-18 05:00:01;0.4;0;1.0;190;0.00
2018-01-18 05:59:59;0.0;48;2.1;190;0.00
2018-01-18 08:00:00;1.0;48;2.1;180;0.00
2018-01-18 09:00:05;1.0;80;2.1;200;0.00
2018-01-18 10:00:01;1.0;32;1.0;160;0.00
2018-01-18 11:00:01;1.4;32;1.5;130;0.00
2018-01-18 12:00:01;1.4;88;1.5;120;0.00
2018-01-18 13:00:01;1.4;88;1.0;80;0.00
2018-01-18 14:00:01;1.4;88;1.5;70;0.00
2018-01-18 15:00:00;1.4;88;3.1;60;0.00
2018-01-18 16:00:00;1.4;88;1.5;20;0.00
2018-01-18 17:00:00;1.4;88;0.5;350;0.00
2018-01-18 18:00:00;1.4;88;1.5;320;0.00
2018-01-18 19:00:00;1.0;88;2.1;290;0.00
2018-01-18 20:00:00;0.4;88;2.1;270;0.00
2018-01-18 21:00:00;0.4;88;1.0;340;0.00
2018-01-18 22:00:00;0.5;88;0.5;340;0.00
2018-01-18 23:00:00;0.4;90;1.0;290;0.00
2018-01-19 00:00:01;0.4;90;0.5;270;0.00
2018-01-19 01:00:00;0.4;88;1.0;310;0.00
2018-01-19 01:59:59;0.4;88;1.5;280;0.00
2018-01-19 02:59:59;0.4;48;0.5;270;0.00
2018-01-19 03:59:59;0.4;48;0.5;220;0.00
2018-01-19 04:59:59;0.4;48;1.0;250;0.00
2018-01-19 06:00:00;0.4;90;1.0;240;0.00
2018-01-19 07:00:29;0.0;90;0.5;250;0.00
2018-01-19 08:00:00;0.0;90;0.5;190;0.00
2018-01-19 09:00:00;0.4;88;0.5;170;0.00
2018-01-19 10:00:00;0.4;76;0.5;220;0.00
2018-01-19 11:00:05;0.4;76;1.0;200;0.00
2018-01-19 11:59:59;1.0;88;1.0;190;0.00
2018-01-19 12:59:59;1.0;88;1.0;220;0.00
2018-01-19 13:59:59;1.4;88;1.0;160;0.00
2018-01-19 15:00:15;1.4;92;1.5;150;0.00
2018-01-19 16:00:00;1.4;92;1.5;150;0.00
2018-01-19 17:00:00;1.4;92;1.5;150;0.00
2018-01-19 18:00:00;1.0;24;1.5;160;0.00
2018-01-19 19:00:00;1.0;24;0.5;150;0.00
2018-01-19 19:59:59;1.0;24;0.5;190;0.00
2018-01-19 21:00:00;1.0;36;1.0;210;0.00
2018-01-19 22:00:00;1.0;36;0.5;220;0.00
2018-01-19 23:00:40;1.0;36;0.5;160;0.00
2018-01-20 00:00:00;1.4;64;1.0;180;0.00
2018-01-20 00:59:59;1.4;64;1.0;170;0.00
2018-01-20 01:59:59;1.4;64;1.0;190;0.00
2018-01-20 02:59:59;1.5;88;1.0;180;0.00
2018-01-20 03:59:59;1.0;88;0.5;210;0.00
2018-01-20 04:59:59;1.5;88;1.5;210;0.00
2018-01-20 05:59:59;0.9;92;1.5;200;0.00
2018-01-20 07:00:12;0.4;92;1.0;0;0.00
2018-01-20 07:59:59;1.0;92;1.0;200;0.00
2018-01-20 09:00:00;1.0;20;1.5;220;0.00
2018-01-20 09:59:59;1.0;80;2.1;200;0.00
2018-01-20 10:59:59;1.4;80;1.5;170;0.00
2018-01-20 11:59:59;1.4;48;2.1;160;0.00
2018-01-20 12:59:59;1.4;48;1.5;170;0.00
2018-01-20 13:59:59;2.0;48;1.5;160;0.00
2018-01-20 14:59:59;2.0;76;2.1;170;0.00
2018-01-20 16:00:39;2.0;76;1.5;140;0.00
2018-01-20 16:59:59;2.0;76;1.5;130;0.00
2018-01-20 18:00:05;1.4;88;2.1;140;0.00
2018-01-20 18:59:59;1.4;88;2.1;150;0.00
2018-01-20 20:00:00;2.0;88;1.0;150;0.00
2018-01-20 20:59:58;2.0;80;1.5;130;0.00
2018-01-20 21:59:59;2.0;80;1.5;130;0.00
2018-01-20 22:59:59;2.0;80;1.5;130;0.00
2018-01-20 23:59:59;1.0;56;1.0;140;0.00
2018-01-21 00:59:59;1.0;56;1.5;100;0.00
2018-01-21 01:59:59;1.4;56;1.5;80;0.00
2018-01-21 02:59:59;1.0;80;0.5;120;0.00
2018-01-21 03:59:59;1.0;80;2.5;87;0.00
2018-01-21 04:59:58;1.0;80;2.5;87;0.00
2018-01-21 05:59:58;0.6;80;0.5;280;0.00
2018-01-21 07:59:59;0.6;80;0.5;270;0.00
2018-01-21 08:59:58;0.1;80;1.0;290;0.00
2018-01-21 09:59:58;0.6;0;1.2;56;0.00
2018-01-21 10:59:58;0.0;0;1.0;270;0.00
2018-01-21 11:59:58;1.4;20;0.5;0;0.00
2018-01-21 12:59:58;1.9;20;1.0;40;0.00
2018-01-21 13:59:58;1.9;20;1.5;61;0.00
2018-01-21 14:59:58;1.9;80;1.0;70;0.00
2018-01-21 15:59:58;1.9;80;1.0;140;0.00
2018-01-21 16:59:58;1.4;80;1.0;150;0.00
2018-01-21 17:59:58;1.0;88;1.0;160;0.00
2018-01-21 18:59:58;1.0;88;1.5;170;0.00
2018-01-21 19:59:57;0.6;88;1.5;140;0.00
2018-01-21 20:59:58;0.6;76;1.5;180;0.00
2018-01-21 21:59:58;0.0;90;2.1;160;0.00
2018-01-21 23:00:02;0.0;90;2.1;170;0.00
2018-01-22 01:00:03;0.6;64;2.6;150;0.00
2018-01-22 02:00:02;0.6;90;3.1;130;0.00
2018-01-22 03:00:03;0.4;76;2.6;130;0.00
2018-01-22 04:00:06;0.4;76;3.6;150;0.00
2018-01-22 05:00:03;0.4;76;3.1;150;0.00
2018-01-22 06:00:03;0.5;80;3.1;160;0.00
2018-01-22 07:00:25;0.4;80;3.1;140;0.00
2018-01-22 08:00:19;0.4;80;3.6;140;0.00
2018-01-22 09:00:04;0.4;88;3.6;140;0.00
2018-01-22 10:00:04;0.5;88;4.1;150;0.00
2018-01-22 11:00:13;1.0;88;3.1;150;0.00
2018-01-22 12:00:02;0.4;92;3.1;140;0.00
2018-01-22 13:00:03;1.0;92;3.1;130;0.00
